Date,Open,High,Low,Close,Volume,Market Cap
09-09-2020,1.3353116944e-10,1.35596767077e-10,1.0335375653e-10,1.0363828237e-10,2992.87559114736,0
08-09-2020,1.2386388884e-10,1.5406751566e-10,1.20650390881e-10,1.3347335507e-10,4343.35834151932,0
07-09-2020,1.4282577548e-10,1.43871828537e-10,9.9148006293e-11,1.2385228765e-10,5672.8039263459,0
06-09-2020,1.5572860472e-10,2.02273860695e-10,1.01171635982e-10,1.4282577548e-10,15529.29279225,0
05-09-2020,3.7554594304e-10,3.91292479999e-10,1.50128842376e-10,1.5590581885e-10,12080.2805470156,0
04-09-2020,5.4084570122e-10,6.83908521087e-10,3.39743030329e-10,3.7541310182e-10,36623.4691548575,0
03-09-2020,4.7251420569e-10,6.32488332727e-10,3.18322176368e-10,5.3916193874e-10,70619.0567841903,0
02-09-2020,2.7999925213e-10,4.79848250969e-10,2.73408920679e-10,4.7018566636e-10,61768.6889716882,0
01-09-2020,3.0904165243e-10,3.36940541843e-10,2.66989830879e-10,2.8103880584e-10,16378.439537515,0
31-08-2020,2.4763337277e-10,3.20571619028e-10,2.43691013562e-10,3.0875492567e-10,6652.71687717905,0
30-08-2020,1.367013969e-10,3.69056511983e-10,1.36368729925e-10,2.476228904e-10,40608.5884331805,0
29-08-2020,1.2222161554e-10,1.37495750577e-10,1.07200756689e-10,1.3674513291e-10,4190.91721909019,0
28-08-2020,8.287425378e-11,1.22231506767e-10,8.27502981477e-11,1.2223150676e-10,7425.53120693658,0
27-08-2020,1.0137063102e-10,1.02498153312e-10,8.16460601987e-11,8.291968628e-11,2403.62613754312,0
26-08-2020,1.084066587e-10,1.09434621229e-10,9.99851304299e-11,1.0146921188e-10,595.020713799383,0
25-08-2020,1.1699631479e-10,1.20192782556e-10,1.05657049457e-10,1.0841032928e-10,377.223827586518,0
24-08-2020,1.1248448716e-10,1.17776061477e-10,1.11394318915e-10,1.1698450496e-10,31.9097179654162,0
23-08-2020,1.1657026403e-10,1.16813683546e-10,1.0799753398e-10,1.1250825218e-10,762.842463222274,0
22-08-2020,1.1740329861e-10,1.23110363824e-10,9.16227251369e-11,1.1657176973e-10,8019.48647555306,0
21-08-2020,1.9977078471e-10,2.03598455643e-10,1.16912148043e-10,1.1735941918e-10,4893.74378818185,0
20-08-2020,1.7568502101e-10,2.02248030246e-10,1.71492927352e-10,1.9977986362e-10,2057.71152231131,0
19-08-2020,1.5942375735e-10,1.7768731708e-10,1.41050401677e-10,1.7568502101e-10,3410.67759396562,0
18-08-2020,1.6318200862e-10,1.65396148357e-10,1.56440966407e-10,1.5908749544e-10,153.455394509943,0
17-08-2020,1.7094854628e-10,1.71060754682e-10,1.59615625421e-10,1.6304587969e-10,542.718439185694,0
16-08-2020,1.69268509e-10,1.74152273657e-10,1.65101030911e-10,1.7094854628e-10,505.608682091835,0
15-08-2020,1.8322109103e-10,1.86670785911e-10,1.6822903218e-10,1.6913954193e-10,1478.98757822243,0
14-08-2020,1.5704631684e-10,1.87848822253e-10,1.51863912964e-10,1.8299800499e-10,3567.15381395158,0
13-08-2020,1.5034333087e-10,1.62060809483e-10,1.37125727084e-10,1.5704002947e-10,1723.28037123382,0
12-08-2020,1.7313910297e-10,1.77359022251e-10,1.5022111544e-10,1.5029599911e-10,1868.43480247145,0
11-08-2020,1.889359201e-10,1.94980663911e-10,1.65430532528e-10,1.7286271884e-10,2895.75604480805,0
10-08-2020,2.3708522167e-10,2.39627917661e-10,1.71200547674e-10,1.8897323423e-10,6104.98840774086,0
09-08-2020,2.6194428731e-10,2.76220817233e-10,2.33243214256e-10,2.3708522167e-10,5189.7862736396,0
08-08-2020,2.3076625637e-10,2.62292998056e-10,2.29963049551e-10,2.6127616178e-10,13773.1562305598,0
07-08-2020,2.3292621053e-10,3.27181920462e-10,2.22587466841e-10,2.2989937499e-10,17528.5883437114,0
06-08-2020,3.093869992e-10,3.11456814649e-10,2.29804171754e-10,2.3289073739e-10,8707.73244110256,0
05-08-2020,1.6147362935e-10,3.30117543637e-10,1.46629872976e-10,3.093869992e-10,26868.8390953777,0
04-08-2020,1.4519750348e-10,2.02910659437e-10,1.38137424143e-10,1.6165155465e-10,19717.1370854522,0
03-08-2020,4.9945938382e-10,5.1452246264e-10,1.42747291366e-10,1.4519750348e-10,129225.202851416,0
02-08-2020,1.0086752354e-09,1.07330237784e-09,3.56417379648e-10,5.0993452697e-10,193097.500414133,0
01-08-2020,1.33465053536e-09,3.27650988911e-09,4.32009152978e-10,1.00556591916e-09,1604788.58049698,0
